,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
6986,dataset\cars_train\06987.jpg,19,88,390,228,134,Hyundai Elantra Sedan 2007
6987,dataset\cars_train\06988.jpg,18,41,263,132,173,Ram C/V Cargo Van Minivan 2012
6988,dataset\cars_train\06989.jpg,11,48,1008,491,169,Nissan Juke Hatchback 2012
6989,dataset\cars_train\06990.jpg,128,179,665,534,148,Jeep Compass SUV 2012
6990,dataset\cars_train\06991.jpg,53,274,894,641,12,Audi A5 Coupe 2012
6991,dataset\cars_train\06992.jpg,39,47,177,118,135,Hyundai Accent Sedan 2012
6992,dataset\cars_train\06993.jpg,58,210,899,685,88,Dodge Journey SUV 2012
6993,dataset\cars_train\06994.jpg,11,16,324,203,43,Bentley Continental Flying Spur Sedan 2007
6994,dataset\cars_train\06995.jpg,187,205,545,369,102,Ferrari 458 Italia Convertible 2012
6995,dataset\cars_train\06996.jpg,12,37,255,176,91,Dodge Magnum Wagon 2008
6996,dataset\cars_train\06997.jpg,187,113,604,443,36,BMW X3 SUV 2012
6997,dataset\cars_train\06998.jpg,54,26,603,455,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012
6998,dataset\cars_train\06999.jpg,3,78,450,257,79,Chrysler Crossfire Convertible 2008
6999,dataset\cars_train\07000.jpg,22,21,252,174,176,Rolls-Royce Phantom Sedan 2012
7000,dataset\cars_train\07001.jpg,22,38,480,274,117,GMC Terrain SUV 2012
7001,dataset\cars_train\07002.jpg,6,28,297,157,17,Audi 100 Wagon 1994
7002,dataset\cars_train\07003.jpg,213,18,617,280,185,Toyota Sequoia SUV 2012
7003,dataset\cars_train\07004.jpg,41,130,475,361,154,Land Rover LR2 SUV 2012
7004,dataset\cars_train\07005.jpg,3,108,1333,887,10,Aston Martin Virage Coupe 2012
7005,dataset\cars_train\07006.jpg,66,49,551,397,187,Toyota Corolla Sedan 2012
7006,dataset\cars_train\07007.jpg,110,69,647,416,129,Hyundai Veloster Hatchback 2012
7007,dataset\cars_train\07008.jpg,75,85,1178,780,11,Audi RS 4 Convertible 2008
7008,dataset\cars_train\07009.jpg,6,19,399,280,154,Land Rover LR2 SUV 2012
7009,dataset\cars_train\07010.jpg,118,112,485,351,119,GMC Yukon Hybrid SUV 2012
7010,dataset\cars_train\07011.jpg,46,107,493,270,142,Isuzu Ascender SUV 2008
7011,dataset\cars_train\07012.jpg,36,52,553,320,95,Dodge Charger Sedan 2012
7012,dataset\cars_train\07013.jpg,168,288,1125,704,166,Mitsubishi Lancer Sedan 2012
7013,dataset\cars_train\07014.jpg,38,32,243,167,117,GMC Terrain SUV 2012
7014,dataset\cars_train\07015.jpg,37,50,609,402,132,Hyundai Veracruz SUV 2012
7015,dataset\cars_train\07016.jpg,34,61,501,361,140,Infiniti G Coupe IPL 2012
7016,dataset\cars_train\07017.jpg,12,52,391,231,50,Cadillac CTS-V Sedan 2012
7017,dataset\cars_train\07018.jpg,295,292,1234,892,172,Porsche Panamera Sedan 2012
7018,dataset\cars_train\07019.jpg,17,87,615,397,68,Chevrolet Silverado 2500HD Regular Cab 2012
7019,dataset\cars_train\07020.jpg,346,293,1027,764,88,Dodge Journey SUV 2012
7020,dataset\cars_train\07021.jpg,21,48,579,480,94,Dodge Durango SUV 2007
7021,dataset\cars_train\07022.jpg,11,64,891,512,27,BMW 1 Series Coupe 2012
7022,dataset\cars_train\07023.jpg,1,35,180,156,115,Ford E-Series Wagon Van 2012
7023,dataset\cars_train\07024.jpg,55,16,767,500,159,McLaren MP4-12C Coupe 2012
7024,dataset\cars_train\07025.jpg,52,25,751,507,0,AM General Hummer SUV 2000
7025,dataset\cars_train\07026.jpg,158,67,1147,759,195,smart fortwo Convertible 2012
7026,dataset\cars_train\07027.jpg,17,42,258,145,37,BMW Z4 Convertible 2012
7027,dataset\cars_train\07028.jpg,17,89,557,310,17,Audi 100 Wagon 1994
7028,dataset\cars_train\07029.jpg,1,1,300,95,50,Cadillac CTS-V Sedan 2012
7029,dataset\cars_train\07030.jpg,102,291,975,872,96,Dodge Charger SRT-8 2009
7030,dataset\cars_train\07031.jpg,159,432,1462,896,27,BMW 1 Series Coupe 2012
7031,dataset\cars_train\07032.jpg,45,48,457,314,109,Ford Edge SUV 2012
7032,dataset\cars_train\07033.jpg,30,31,440,190,138,Hyundai Elantra Touring Hatchback 2012
7033,dataset\cars_train\07034.jpg,53,31,460,330,33,BMW M3 Coupe 2012
7034,dataset\cars_train\07035.jpg,22,89,921,629,74,Chevrolet Silverado 1500 Regular Cab 2012
7035,dataset\cars_train\07036.jpg,7,94,397,223,71,Chevrolet Monte Carlo Coupe 2007
7036,dataset\cars_train\07037.jpg,43,97,591,397,180,Suzuki Aerio Sedan 2007
7037,dataset\cars_train\07038.jpg,277,171,578,369,146,Jeep Liberty SUV 2012
7038,dataset\cars_train\07039.jpg,29,141,749,397,21,Audi S5 Coupe 2012
7039,dataset\cars_train\07040.jpg,129,99,427,249,30,BMW 6 Series Convertible 2007
7040,dataset\cars_train\07041.jpg,152,139,432,309,116,Ford Fiesta Sedan 2012
7041,dataset\cars_train\07042.jpg,11,78,250,159,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012
7042,dataset\cars_train\07043.jpg,3,227,637,452,101,Ferrari California Convertible 2012
7043,dataset\cars_train\07044.jpg,57,41,242,151,89,Dodge Dakota Crew Cab 2010
7044,dataset\cars_train\07045.jpg,32,49,445,302,29,BMW 3 Series Wagon 2012
7045,dataset\cars_train\07046.jpg,77,129,475,316,79,Chrysler Crossfire Convertible 2008
7046,dataset\cars_train\07047.jpg,14,18,284,223,70,Chevrolet Express Van 2007
7047,dataset\cars_train\07048.jpg,301,239,1239,607,10,Aston Martin Virage Coupe 2012
7048,dataset\cars_train\07049.jpg,10,49,576,403,190,Volkswagen Golf Hatchback 1991
7049,dataset\cars_train\07050.jpg,29,444,1253,928,3,Acura TL Type-S 2008
7050,dataset\cars_train\07051.jpg,69,30,832,582,34,BMW M5 Sedan 2010
7051,dataset\cars_train\07052.jpg,50,55,432,261,58,Chevrolet Camaro Convertible 2012
7052,dataset\cars_train\07053.jpg,49,34,190,109,15,Audi V8 Sedan 1994
7053,dataset\cars_train\07054.jpg,313,460,1399,1150,114,Ford Focus Sedan 2007
7054,dataset\cars_train\07055.jpg,59,62,1435,916,165,Mercedes-Benz Sprinter Van 2012
7055,dataset\cars_train\07056.jpg,34,134,883,546,34,BMW M5 Sedan 2010
7056,dataset\cars_train\07057.jpg,66,339,1756,1429,93,Dodge Durango SUV 2012
7057,dataset\cars_train\07058.jpg,202,181,1513,1120,47,Buick Rainier SUV 2007
7058,dataset\cars_train\07059.jpg,3,80,638,410,18,Audi TT Hatchback 2011
7059,dataset\cars_train\07060.jpg,207,201,533,374,104,Fisker Karma Sedan 2012
7060,dataset\cars_train\07061.jpg,55,53,567,269,6,Acura ZDX Hatchback 2012
7061,dataset\cars_train\07062.jpg,6,74,471,320,117,GMC Terrain SUV 2012
7062,dataset\cars_train\07063.jpg,42,60,265,153,140,Infiniti G Coupe IPL 2012
7063,dataset\cars_train\07064.jpg,30,24,232,164,85,Dodge Ram Pickup 3500 Crew Cab 2010
7064,dataset\cars_train\07065.jpg,202,121,561,384,115,Ford E-Series Wagon Van 2012
7065,dataset\cars_train\07066.jpg,27,207,597,392,193,Volvo 240 Sedan 1993
7066,dataset\cars_train\07067.jpg,284,291,1247,732,193,Volvo 240 Sedan 1993
7067,dataset\cars_train\07068.jpg,62,288,1215,686,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
7068,dataset\cars_train\07069.jpg,17,15,200,126,122,Geo Metro Convertible 1993
7069,dataset\cars_train\07070.jpg,107,71,293,216,77,Chrysler Town and Country Minivan 2012
7070,dataset\cars_train\07071.jpg,65,101,583,357,122,Geo Metro Convertible 1993
7071,dataset\cars_train\07072.jpg,18,77,600,393,126,Honda Odyssey Minivan 2007
7072,dataset\cars_train\07073.jpg,55,102,930,676,191,Volkswagen Beetle Hatchback 2012
7073,dataset\cars_train\07074.jpg,33,33,605,376,77,Chrysler Town and Country Minivan 2012
7074,dataset\cars_train\07075.jpg,15,28,466,313,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
7075,dataset\cars_train\07076.jpg,2,34,128,81,16,Audi 100 Sedan 1994
7076,dataset\cars_train\07077.jpg,29,92,640,386,62,Chevrolet Sonic Sedan 2012
7077,dataset\cars_train\07078.jpg,9,214,971,631,139,Hyundai Azera Sedan 2012
7078,dataset\cars_train\07079.jpg,20,102,620,407,107,Ford Freestar Minivan 2007
7079,dataset\cars_train\07080.jpg,491,252,904,437,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
7080,dataset\cars_train\07081.jpg,134,89,787,590,33,BMW M3 Coupe 2012
7081,dataset\cars_train\07082.jpg,21,103,459,249,44,Bugatti Veyron 16.4 Convertible 2009
7082,dataset\cars_train\07083.jpg,31,22,239,193,105,Ford F-450 Super Duty Crew Cab 2012
7083,dataset\cars_train\07084.jpg,17,35,458,256,50,Cadillac CTS-V Sedan 2012
7084,dataset\cars_train\07085.jpg,9,21,473,293,67,Chevrolet TrailBlazer SS 2009
7085,dataset\cars_train\07086.jpg,6,31,247,175,50,Cadillac CTS-V Sedan 2012
7086,dataset\cars_train\07087.jpg,54,128,564,420,85,Dodge Ram Pickup 3500 Crew Cab 2010
7087,dataset\cars_train\07088.jpg,41,133,1007,748,146,Jeep Liberty SUV 2012
7088,dataset\cars_train\07089.jpg,76,117,443,336,58,Chevrolet Camaro Convertible 2012
7089,dataset\cars_train\07090.jpg,8,53,462,252,14,Audi R8 Coupe 2012
7090,dataset\cars_train\07091.jpg,75,82,328,204,97,Eagle Talon Hatchback 1998
7091,dataset\cars_train\07092.jpg,16,13,600,408,190,Volkswagen Golf Hatchback 1991
7092,dataset\cars_train\07093.jpg,19,11,626,445,138,Hyundai Elantra Touring Hatchback 2012
7093,dataset\cars_train\07094.jpg,6,22,259,165,155,Lincoln Town Car Sedan 2011
7094,dataset\cars_train\07095.jpg,146,264,860,654,106,Ford Mustang Convertible 2007
7095,dataset\cars_train\07096.jpg,47,60,530,344,162,Mercedes-Benz SL-Class Coupe 2009
7096,dataset\cars_train\07097.jpg,12,30,613,438,70,Chevrolet Express Van 2007
7097,dataset\cars_train\07098.jpg,17,67,632,416,106,Ford Mustang Convertible 2007
7098,dataset\cars_train\07099.jpg,125,24,882,621,106,Ford Mustang Convertible 2007
7099,dataset\cars_train\07100.jpg,33,170,587,374,156,MINI Cooper Roadster Convertible 2012
7100,dataset\cars_train\07101.jpg,34,100,454,250,85,Dodge Ram Pickup 3500 Crew Cab 2010
7101,dataset\cars_train\07102.jpg,22,111,559,383,184,Tesla Model S Sedan 2012
7102,dataset\cars_train\07103.jpg,11,99,427,229,14,Audi R8 Coupe 2012
7103,dataset\cars_train\07104.jpg,41,79,593,355,77,Chrysler Town and Country Minivan 2012
7104,dataset\cars_train\07105.jpg,54,60,212,169,96,Dodge Charger SRT-8 2009
7105,dataset\cars_train\07106.jpg,59,85,572,411,158,Mazda Tribute SUV 2011
7106,dataset\cars_train\07107.jpg,91,246,1499,947,96,Dodge Charger SRT-8 2009
7107,dataset\cars_train\07108.jpg,42,110,456,292,44,Bugatti Veyron 16.4 Convertible 2009
7108,dataset\cars_train\07109.jpg,31,93,774,531,39,Bentley Arnage Sedan 2009
7109,dataset\cars_train\07110.jpg,39,59,532,261,59,Chevrolet HHR SS 2010
7110,dataset\cars_train\07111.jpg,5,88,500,257,125,Honda Odyssey Minivan 2012
7111,dataset\cars_train\07112.jpg,50,145,599,354,49,Buick Enclave SUV 2012
7112,dataset\cars_train\07113.jpg,59,57,625,457,167,Nissan Leaf Hatchback 2012
7113,dataset\cars_train\07114.jpg,353,314,955,568,143,Jaguar XK XKR 2012
7114,dataset\cars_train\07115.jpg,53,60,224,152,21,Audi S5 Coupe 2012
7115,dataset\cars_train\07116.jpg,81,189,769,427,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
7116,dataset\cars_train\07117.jpg,15,93,417,288,116,Ford Fiesta Sedan 2012
7117,dataset\cars_train\07118.jpg,25,54,596,295,10,Aston Martin Virage Coupe 2012
7118,dataset\cars_train\07119.jpg,39,149,600,445,32,BMW X6 SUV 2012
7119,dataset\cars_train\07120.jpg,31,244,1447,946,80,Chrysler PT Cruiser Convertible 2008
7120,dataset\cars_train\07121.jpg,28,34,297,182,2,Acura TL Sedan 2012
7121,dataset\cars_train\07122.jpg,9,220,1262,740,59,Chevrolet HHR SS 2010
7122,dataset\cars_train\07123.jpg,95,39,322,230,77,Chrysler Town and Country Minivan 2012
7123,dataset\cars_train\07124.jpg,7,108,496,262,157,Maybach Landaulet Convertible 2012
7124,dataset\cars_train\07125.jpg,109,196,1483,1087,165,Mercedes-Benz Sprinter Van 2012
7125,dataset\cars_train\07126.jpg,42,95,404,301,51,Cadillac SRX SUV 2012
7126,dataset\cars_train\07127.jpg,36,38,466,201,158,Mazda Tribute SUV 2011
7127,dataset\cars_train\07128.jpg,71,115,597,309,103,Ferrari 458 Italia Coupe 2012
7128,dataset\cars_train\07129.jpg,24,83,253,176,154,Land Rover LR2 SUV 2012
7129,dataset\cars_train\07130.jpg,19,41,375,241,15,Audi V8 Sedan 1994
7130,dataset\cars_train\07131.jpg,38,14,225,160,32,BMW X6 SUV 2012
7131,dataset\cars_train\07132.jpg,653,379,1373,833,45,Bugatti Veyron 16.4 Coupe 2009
7132,dataset\cars_train\07133.jpg,39,168,590,346,172,Porsche Panamera Sedan 2012
7133,dataset\cars_train\07134.jpg,42,111,603,367,31,BMW X5 SUV 2007
7134,dataset\cars_train\07135.jpg,22,38,297,185,157,Maybach Landaulet Convertible 2012
7135,dataset\cars_train\07136.jpg,18,68,579,342,183,Suzuki SX4 Sedan 2012
7136,dataset\cars_train\07137.jpg,32,40,247,172,117,GMC Terrain SUV 2012
7137,dataset\cars_train\07138.jpg,1,50,299,173,67,Chevrolet TrailBlazer SS 2009
7138,dataset\cars_train\07139.jpg,1,20,625,384,63,Chevrolet Express Cargo Van 2007
7139,dataset\cars_train\07140.jpg,257,445,1145,808,161,Mercedes-Benz C-Class Sedan 2012
7140,dataset\cars_train\07141.jpg,4,50,800,404,159,McLaren MP4-12C Coupe 2012
7141,dataset\cars_train\07142.jpg,32,84,569,364,18,Audi TT Hatchback 2011
7142,dataset\cars_train\07143.jpg,12,78,741,424,113,Ford F-150 Regular Cab 2007
7143,dataset\cars_train\07144.jpg,28,8,498,342,26,BMW 1 Series Convertible 2012
7144,dataset\cars_train\07145.jpg,30,102,607,446,148,Jeep Compass SUV 2012
7145,dataset\cars_train\07146.jpg,39,47,238,155,28,BMW 3 Series Sedan 2012
7146,dataset\cars_train\07147.jpg,55,160,963,663,191,Volkswagen Beetle Hatchback 2012
7147,dataset\cars_train\07148.jpg,8,50,475,329,110,Ford Ranger SuperCab 2011
7148,dataset\cars_train\07149.jpg,31,21,588,423,177,Scion xD Hatchback 2012
7149,dataset\cars_train\07150.jpg,25,77,431,300,61,Chevrolet Tahoe Hybrid SUV 2012
7150,dataset\cars_train\07151.jpg,36,60,539,266,175,Rolls-Royce Ghost Sedan 2012
7151,dataset\cars_train\07152.jpg,39,160,1019,671,63,Chevrolet Express Cargo Van 2007
7152,dataset\cars_train\07153.jpg,25,117,414,251,118,GMC Savana Van 2012
7153,dataset\cars_train\07154.jpg,167,54,1066,720,39,Bentley Arnage Sedan 2009
7154,dataset\cars_train\07155.jpg,29,88,1457,681,27,BMW 1 Series Coupe 2012
7155,dataset\cars_train\07156.jpg,38,30,197,163,107,Ford Freestar Minivan 2007
7156,dataset\cars_train\07157.jpg,45,131,276,259,41,Bentley Continental GT Coupe 2012
7157,dataset\cars_train\07158.jpg,68,52,661,349,110,Ford Ranger SuperCab 2011
7158,dataset\cars_train\07159.jpg,168,376,1929,1098,109,Ford Edge SUV 2012
7159,dataset\cars_train\07160.jpg,55,62,607,402,168,Nissan NV Passenger Van 2012
7160,dataset\cars_train\07161.jpg,38,194,1175,953,65,Chevrolet Cobalt SS 2010
7161,dataset\cars_train\07162.jpg,5,8,199,109,107,Ford Freestar Minivan 2007
7162,dataset\cars_train\07163.jpg,134,62,910,652,103,Ferrari 458 Italia Coupe 2012
7163,dataset\cars_train\07164.jpg,45,64,940,671,153,Land Rover Range Rover SUV 2012
7164,dataset\cars_train\07165.jpg,14,63,419,297,59,Chevrolet HHR SS 2010
7165,dataset\cars_train\07166.jpg,39,79,561,410,72,Chevrolet Malibu Sedan 2007
7166,dataset\cars_train\07167.jpg,468,144,789,352,57,Chevrolet Traverse SUV 2012
7167,dataset\cars_train\07168.jpg,166,247,1480,982,41,Bentley Continental GT Coupe 2012
7168,dataset\cars_train\07169.jpg,49,113,463,280,6,Acura ZDX Hatchback 2012
7169,dataset\cars_train\07170.jpg,8,37,639,474,84,Dodge Caravan Minivan 1997
7170,dataset\cars_train\07171.jpg,282,154,592,336,5,Acura Integra Type R 2001
7171,dataset\cars_train\07172.jpg,317,71,1242,937,181,Suzuki Kizashi Sedan 2012
7172,dataset\cars_train\07173.jpg,55,214,714,447,28,BMW 3 Series Sedan 2012
7173,dataset\cars_train\07174.jpg,63,66,566,299,5,Acura Integra Type R 2001
7174,dataset\cars_train\07175.jpg,283,298,1405,979,2,Acura TL Sedan 2012
7175,dataset\cars_train\07176.jpg,65,149,766,454,164,Mercedes-Benz S-Class Sedan 2012
7176,dataset\cars_train\07177.jpg,90,95,1153,691,192,Volvo C30 Hatchback 2012
7177,dataset\cars_train\07178.jpg,102,210,601,419,126,Honda Odyssey Minivan 2007
7178,dataset\cars_train\07179.jpg,71,87,591,380,132,Hyundai Veracruz SUV 2012
7179,dataset\cars_train\07180.jpg,78,126,965,721,166,Mitsubishi Lancer Sedan 2012
7180,dataset\cars_train\07181.jpg,9,68,298,227,135,Hyundai Accent Sedan 2012
7181,dataset\cars_train\07182.jpg,17,52,284,156,91,Dodge Magnum Wagon 2008
7182,dataset\cars_train\07183.jpg,14,25,467,283,121,GMC Canyon Extended Cab 2012
7183,dataset\cars_train\07184.jpg,3,65,233,171,188,Toyota 4Runner SUV 2012
7184,dataset\cars_train\07185.jpg,156,143,699,386,150,Lamborghini Aventador Coupe 2012
7185,dataset\cars_train\07186.jpg,141,243,913,498,65,Chevrolet Cobalt SS 2010
7186,dataset\cars_train\07187.jpg,151,157,865,688,33,BMW M3 Coupe 2012
7187,dataset\cars_train\07188.jpg,24,125,384,259,134,Hyundai Elantra Sedan 2007
7188,dataset\cars_train\07189.jpg,30,175,376,307,132,Hyundai Veracruz SUV 2012
7189,dataset\cars_train\07190.jpg,110,185,832,608,79,Chrysler Crossfire Convertible 2008
7190,dataset\cars_train\07191.jpg,62,176,400,330,3,Acura TL Type-S 2008
7191,dataset\cars_train\07192.jpg,72,125,595,360,64,Chevrolet Avalanche Crew Cab 2012
7192,dataset\cars_train\07193.jpg,542,749,3860,2657,35,BMW M6 Convertible 2010
7193,dataset\cars_train\07194.jpg,46,126,208,184,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
7194,dataset\cars_train\07195.jpg,5,2,216,74,17,Audi 100 Wagon 1994
7195,dataset\cars_train\07196.jpg,29,203,637,450,50,Cadillac CTS-V Sedan 2012
7196,dataset\cars_train\07197.jpg,8,51,254,140,107,Ford Freestar Minivan 2007
7197,dataset\cars_train\07198.jpg,17,34,285,171,103,Ferrari 458 Italia Coupe 2012
7198,dataset\cars_train\07199.jpg,63,63,366,213,151,Lamborghini Gallardo LP 570-4 Superleggera 2012
7199,dataset\cars_train\07200.jpg,14,64,1013,733,146,Jeep Liberty SUV 2012
7200,dataset\cars_train\07201.jpg,98,114,481,367,132,Hyundai Veracruz SUV 2012
7201,dataset\cars_train\07202.jpg,217,280,1812,1179,195,smart fortwo Convertible 2012
7202,dataset\cars_train\07203.jpg,5,109,468,292,152,Lamborghini Diablo Coupe 2001
7203,dataset\cars_train\07204.jpg,100,74,870,596,179,Spyker C8 Coupe 2009
7204,dataset\cars_train\07205.jpg,22,43,261,160,71,Chevrolet Monte Carlo Coupe 2007
7205,dataset\cars_train\07206.jpg,6,93,281,186,11,Audi RS 4 Convertible 2008
7206,dataset\cars_train\07207.jpg,76,15,353,216,141,Infiniti QX56 SUV 2011
7207,dataset\cars_train\07208.jpg,86,114,567,391,132,Hyundai Veracruz SUV 2012
7208,dataset\cars_train\07209.jpg,15,20,258,178,96,Dodge Charger SRT-8 2009
7209,dataset\cars_train\07210.jpg,69,71,249,164,173,Ram C/V Cargo Van Minivan 2012
7210,dataset\cars_train\07211.jpg,10,86,584,401,137,Hyundai Sonata Sedan 2012
7211,dataset\cars_train\07212.jpg,43,87,978,683,74,Chevrolet Silverado 1500 Regular Cab 2012
7212,dataset\cars_train\07213.jpg,68,18,713,439,17,Audi 100 Wagon 1994
7213,dataset\cars_train\07214.jpg,2,50,617,488,3,Acura TL Type-S 2008
7214,dataset\cars_train\07215.jpg,92,185,398,346,134,Hyundai Elantra Sedan 2007
7215,dataset\cars_train\07216.jpg,3,30,217,141,82,Dodge Caliber Wagon 2012
7216,dataset\cars_train\07217.jpg,59,291,1005,709,163,Mercedes-Benz E-Class Sedan 2012
7217,dataset\cars_train\07218.jpg,75,158,956,588,148,Jeep Compass SUV 2012
7218,dataset\cars_train\07219.jpg,27,126,628,417,100,Ferrari FF Coupe 2012
7219,dataset\cars_train\07220.jpg,14,158,982,708,163,Mercedes-Benz E-Class Sedan 2012
7220,dataset\cars_train\07221.jpg,634,364,1783,907,103,Ferrari 458 Italia Coupe 2012
7221,dataset\cars_train\07222.jpg,50,78,579,372,108,Ford Expedition EL SUV 2009
7222,dataset\cars_train\07223.jpg,55,71,883,607,148,Jeep Compass SUV 2012
7223,dataset\cars_train\07224.jpg,58,50,289,187,108,Ford Expedition EL SUV 2009
7224,dataset\cars_train\07225.jpg,120,105,1211,766,167,Nissan Leaf Hatchback 2012
7225,dataset\cars_train\07226.jpg,51,61,595,357,84,Dodge Caravan Minivan 1997
7226,dataset\cars_train\07227.jpg,95,67,663,370,144,Jeep Patriot SUV 2012
7227,dataset\cars_train\07228.jpg,20,43,490,294,33,BMW M3 Coupe 2012
7228,dataset\cars_train\07229.jpg,86,118,851,568,88,Dodge Journey SUV 2012
7229,dataset\cars_train\07230.jpg,8,24,259,166,128,Honda Accord Sedan 2012
7230,dataset\cars_train\07231.jpg,49,325,1261,1081,172,Porsche Panamera Sedan 2012
7231,dataset\cars_train\07232.jpg,8,56,399,268,45,Bugatti Veyron 16.4 Coupe 2009
7232,dataset\cars_train\07233.jpg,156,97,902,511,46,Buick Regal GS 2012
7233,dataset\cars_train\07234.jpg,23,51,577,383,168,Nissan NV Passenger Van 2012
7234,dataset\cars_train\07235.jpg,105,147,575,331,63,Chevrolet Express Cargo Van 2007
7235,dataset\cars_train\07236.jpg,12,48,481,366,46,Buick Regal GS 2012
7236,dataset\cars_train\07237.jpg,91,95,607,428,63,Chevrolet Express Cargo Van 2007
7237,dataset\cars_train\07238.jpg,9,7,293,196,47,Buick Rainier SUV 2007
7238,dataset\cars_train\07239.jpg,324,334,1115,772,111,Ford GT Coupe 2006
7239,dataset\cars_train\07240.jpg,16,51,474,275,114,Ford Focus Sedan 2007
7240,dataset\cars_train\07241.jpg,277,513,1160,833,11,Audi RS 4 Convertible 2008
7241,dataset\cars_train\07242.jpg,60,240,1201,656,91,Dodge Magnum Wagon 2008
7242,dataset\cars_train\07243.jpg,42,96,443,291,99,FIAT 500 Convertible 2012
7243,dataset\cars_train\07244.jpg,100,58,510,294,93,Dodge Durango SUV 2012
7244,dataset\cars_train\07245.jpg,8,28,253,178,73,Chevrolet Silverado 1500 Extended Cab 2012
7245,dataset\cars_train\07246.jpg,108,44,562,353,168,Nissan NV Passenger Van 2012
7246,dataset\cars_train\07247.jpg,13,129,593,480,82,Dodge Caliber Wagon 2012
7247,dataset\cars_train\07248.jpg,67,111,596,438,93,Dodge Durango SUV 2012
7248,dataset\cars_train\07249.jpg,47,74,581,425,88,Dodge Journey SUV 2012
7249,dataset\cars_train\07250.jpg,41,128,915,577,132,Hyundai Veracruz SUV 2012
7250,dataset\cars_train\07251.jpg,75,198,816,627,166,Mitsubishi Lancer Sedan 2012
